
1552062445564,16,1,1,d,dfdfdfdfdd,2019-03-08 21:57:25.883
1552062445564,16,1,1,d,dfdfdfdfdd,2019-03-08 21:57:33.906
1552062445564,16,1,1,d,dfdfdfdfdd,2019-03-08 21:57:41.645
1552063151118,17,1,1,c,xxxxxxxxxx,2019-03-08 22:09:11.681
1552063151118,17,1,1,c,xxxxxxxxxx,2019-03-08 22:09:31.974
1552063151118,17,1,1,c,xxxxxxxxxx,2019-03-08 22:11:37.941
1552063805624,78,2,1,r,rtrtrrrrrr,2019-03-08 22:20:05.915
1552063805624,78,2,1,r,rtrtrrrrrr,2019-03-08 22:20:12.592
1552063805624,78,2,1,r,rtrtrrrrrr,2019-03-08 22:20:21.025
1552064332918,79,2,1,s,sasassssss,2019-03-08 22:28:53.138
1552064332918,79,2,1,s,sasassssss,2019-03-08 22:29:00.491
1552064599908,80,2,1,m,mmmmmmmmmm,2019-03-08 22:33:20.099
1552064821841,81,2,1,i,iiiiiiiiii,2019-03-08 22:37:02.587
1552064863178,101,3,2,mk,mmmmmmmmmm,2019-03-08 22:37:43.391
1552064863178,101,3,2,mk,mmmmmmmmmm,2019-03-08 22:37:51.987
1552064923958,82,2,1,m,mmmmmmmmmm,2019-03-08 22:38:44.186
1552065346782,101,3,2,m,mmmmmmmmdd,2019-03-08 22:45:47.079
1552065382763,18,1,1,d,aaaaaaaaaa,2019-03-08 22:46:23.044
1552065382763,18,1,1,d,aaaaaaaaaa,2019-03-08 22:46:29.925
1552065563719,81,2,1,asd,asdddddddd,2019-03-08 22:49:24.043
1552065589889,19,1,1,d,0aaaaaaaaa,2019-03-08 22:49:50.111
1552065589889,19,1,1,d,0aaaaaaaaa,2019-03-08 22:49:59.839
1552065589889,19,1,1,d,0aaaaaaaaa,2019-03-08 22:50:13.093
1552067761004,20,1,1,d,dddddsssss,2019-03-08 23:26:01.328
1552067791473,21,1,1,d,dsssssssss,2019-03-08 23:26:31.745
1552067791473,21,1,1,d,dsssssssss,2019-03-08 23:26:39.995
1552114713166,20,1,1,asd,asdasdasda,2019-03-09 12:28:33.823
1552114745261,81,2,1,ss,ssssssssss,2019-03-09 12:29:05.489
1553098832506,22,1,1,we,wwwwwwwwww,2019-03-20 21:50:32.784
